,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
406,406,426,1n69h3i3,bada3cc0577a226694617d77f95ac443c6431969,PMC,DNA Vaccines against Protozoan Parasites: Advances and Challenges,10.1155/2007/90520,PMC1940056,17710244.0,no-cc,past year dna vaccine gone scientific curiosity one dynamic research field may offer new alternative control parasitic disease leishmaniasis chaga disease review advance challenge development dna vaccine disease many study validated concept using dna vaccine protection therapy protozoan parasite variety mouse model challenge translate achieved model veterinary human vaccine comparable efficacy also genomemining new antigen discovery strategy may provide new tool rational search novel vaccine candidate,2007-06-24,"Dumonteil, Eric",J Biomed Biotechnol,,,,document_parses/pdf_json/bada3cc0577a226694617d77f95ac443c6431969.json,document_parses/pmc_json/PMC1940056.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1940056/,,3
435,435,456,z2u5frvq,9992ffbec7c8256d057b05a858cde82d36d64ae3,PMC,Antibody-Based HIV-1 Vaccines: Recent Developments and Future Directions: A summary report from a Global HIV Vaccine Enterprise Working Group,10.1371/journal.pmed.0040348,PMC2100141,18052607.0,cc-by,author discus humoral immune response hiv approach designing vaccine induce viral neutralizing potentially protective antibody,2007-12-01,"Montefiori, David; Sattentau, Quentin; Flores, Jorge; Esparza, José; Mascola, John",PLoS Med,,,,document_parses/pdf_json/9992ffbec7c8256d057b05a858cde82d36d64ae3.json,document_parses/pmc_json/PMC2100141.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2100141/,,3
437,437,458,88g7iqg3,0e046152bb9c537c62ed4c4616a0b627ccfc992a,PMC,Rapid generation of an anthrax immunotherapeutic from goats using a novel non-toxic muramyl dipeptide adjuvant,10.1186/1476-8518-5-11,PMC2104530,17953756.0,cc-by,background clear need vaccine therapeutic potential biological weapon mass destruction emerging disease anthrax caused bacterium bacillus anthracis used biological warfare agent bioterrorist weapon previously although antibiotic therapy effective early stage anthrax infection effect exposed individual become symptomatic due b anthracis exotoxin accumulation bipartite exotoxin major contributing factor morbidity mortality observed acute anthrax infection method using recombinant b anthracis protective antigen pa covalently coupled novel nontoxic muramyl dipeptide ntmdp derivative hyperimmunized goat three time course week goat plasmapheresed igg fraction affinity purified fab derivative characterized vitro vivo protection lethal toxin mediated intoxication result antipa igg conferred protection μg cell toxin neutralization assay mouse exposed ld bacillus anthracis ames spore intranares inoculation demonstrated survival postinfection administered single bolus dose mgkg body weight antipa igg h post spore challenge antipa fab fragment retained similar neutralization protection level vitro vivo conclusion protection afforded gmpgrade caprine immunotherapeutics postexposure pilot murine model suggests could used effectively treat postexposure symptomatic human anthrax patient following bioterrorism event result also indicate recombinant pa coupled ntmdp potent inducer neutralizing antibody suggest would promising vaccine candidate anthrax ease production ease covalent attachment immunostimulatory activity ntmdp indicate would superior adjuvant alum traditional adjuvant vaccine formulation,2007-10-22,"Kelly, Cassandra D; O'Loughlin, Chris; Gelder, Frank B; Peterson, Johnny W; Sower, Laurie E; Cirino, Nick M",J Immune Based Ther Vaccines,,,,document_parses/pdf_json/0e046152bb9c537c62ed4c4616a0b627ccfc992a.json,document_parses/pmc_json/PMC2104530.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2104530/,,3
472,472,493,3t4vv50z,7d7dbaff8c306dacea117552f6c97cb0b2b79ce3,PMC,Leptospirosis vaccines,10.1186/1475-2859-6-39,PMC2231387,18072968.0,cc-by,leptospirosis serious infection disease caused pathogenic strain leptospira spirochete affect human also animal long expected find effective vaccine prevent leptospirosis immunization high risk human animal although leptospirosis vaccine obtained vaccination relatively unsuccessful clinical application despite decade research million dollar spent review recent advancement recombinant outer membrane protein omp vaccine lipopolysaccharide lp vaccine inactivated vaccine attenuated vaccine dna vaccine leptospirosis reviewed comparison vaccine may lead development new potential method combat leptospirosis facilitate leptospirosis vaccine research moreover vaccine ontology database built scientist working leptospirosis vaccine starting tool,2007-12-11,"Wang, Zhijun; Jin, Li; Węgrzyn, Alicja",Microb Cell Fact,,,,document_parses/pdf_json/7d7dbaff8c306dacea117552f6c97cb0b2b79ce3.json,document_parses/pmc_json/PMC2231387.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2231387/,,3
494,494,516,eflxldnr,050e73f86cfa4ab3f3fc84b0cb55ac779fb9abc2,PMC,"La Crosse virus infectivity, pathogenesis, and immunogenicity in mice and monkeys",10.1186/1743-422x-5-25,PMC2276200,18267012.0,cc-by,background la crosse virus lacv family bunyaviridae first identified human pathogen isolation yearold girl fatal encephalitis la crosse wisconsin lacv major cause pediatric encephalitis north america infects person year – result severe disease central nervous system cns initial step establishment useful animal model support vaccine development examined lacv infectivity pathogenesis immunogenicity weanling mouse rhesus monkey result following intraperitoneal inoculation mouse lacv replicated various organ reaching cns replicates high titer causing death neurological disease peripheral site lacv replicates highest titer nasal turbinate presumably lacv enter cns via olfactory neuron nasal olfactory epithelium mouse infectious dose lethal dose similar lacv administered either intranasally intraperitoneally lacv highly infectious rhesus monkey infected animal pfu however infection asymptomatic monkey developed strong neutralizing antibody response conclusion mouse lacv likely gain access cns via blood stream via olfactory neuron ability efficiently infect mouse intranasally raise possibility lacv might use route infect natural host rhesus monkey susceptible lacv infection develop strong neutralizing antibody response inoculation little pfu mouse rhesus monkey useful animal model lacv vaccine immunologic testing although rhesus monkey model optimal,2008-02-11,"Bennett, Richard S; Cress, Christina M; Ward, Jerrold M; Firestone, Cai-Yen; Murphy, Brian R; Whitehead, Stephen S",Virol J,,,,document_parses/pdf_json/050e73f86cfa4ab3f3fc84b0cb55ac779fb9abc2.json,document_parses/pmc_json/PMC2276200.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2276200/,,3
511,511,533,0pt6dxb3,20b56df135b91b5798e9394b8a730a7c10b01eed,PMC,"Biodistribution of DNA Plasmid Vaccines against HIV-1, Ebola, Severe Acute Respiratory Syndrome, or West Nile Virus Is Similar, without Integration, despite Differing Plasmid Backbones or Gene Inserts",10.1093/toxsci/kfj169,PMC2377020,16569729.0,bronze-oa,vaccine research center developed number vaccine candidate different diseasesinfectious agent hiv severe acute respiratory syndrome virus west nile virus ebola virus plus plasmid cytokine adjuvant—ilig based dna plasmid vaccine platform support clinical development vaccine candidate preclinical study performed mouse rabbit determine body plasmid vaccine would biodistribute rapidly would clear course study observed regardless gene insert expressing vaccine immunogen cytokine adjuvant regardless promoter used drive expression gene insert plasmid backbone plasmid vaccine biodistribute widely remain essentially site injection muscle overlying subcutis even though ∼ molecule inoculated study rabbit day ∼ week postinoculation already order − molecule per microgram dna extracted tissue cleared injection site course month plasmid clear site injection small percentage animal generally − retaining small number copy generally around copy muscle injection site pattern biodistribution confined injection site clearance within month consistent regardless difference promoter plasmid backbone difference gene insert expressed plasmid vaccine addition integration observed plasmid vaccine candidate inoculated im biojector needle syringe data build repeateddose toxicology study performed see companion article sheet et al demonstrate safety suitability investigational human use dna plasmid vaccine candidate variety infectious disease prevention indication,2006-03-28,"Sheets, Rebecca L.; Stein, Judith; Manetz, T. Scott; Duffy, Chris; Nason, Martha; Andrews, Charla; Kong, Wing-Pui; Nabel, Gary J.; Gomez, Phillip L.",Toxicological Sciences,,,,document_parses/pdf_json/20b56df135b91b5798e9394b8a730a7c10b01eed.json,document_parses/pmc_json/PMC2377020.xml.json,https://academic.oup.com/toxsci/article-pdf/91/2/610/10977044/kfj169.pdf,,3
512,512,534,8rrkf78o,235855da90347b259f4d6b244821f3c1c264c04e,PMC,Expression of Foot-and-Mouth Disease Virus Capsid Proteins in Silkworm-Baculovirus Expression System and Its Utilization as a Subunit Vaccine,10.1371/journal.pone.0002273,PMC2386233,18509464.0,cc-by,background footandmouth disease fmd highly contagious disease livestock cause severe economic loss susceptible clovenhoofed animal although traditional inactivated vaccine proved effective may lead new outbreak fmd either incomplete inactivation fmdv escape live virus vaccine production workshop thus urgent develop novel fmdv vaccine safer effective economical traditional vaccine methodology principal finding recombinant silkworm baculovirus bmpac contained intact pa c protease coding region fmdv asia hnkcha developed indirect immunofluorescence test sandwichelisa used verify bmpac could express target cassette expression product silkworm diluted fold used antigen immunize cattle specific antibody induced vaccinated animal challenge virulent homologous virus four five animal completely protected clinical symptom alleviated delayed remaining one furthermore pd bovine protective dose test performed ass bovine potency subunit vaccine result showed subunit vaccine could achieve pd per dose conclusion result suggest strategy might used develop new subunit fmdv vaccine,2008-05-28,"Li, Zhiyong; Yi, Yongzhu; Yin, Xiangping; Zhang, Zhifang; Liu, Jixing",PLoS One,,,,document_parses/pdf_json/235855da90347b259f4d6b244821f3c1c264c04e.json,document_parses/pmc_json/PMC2386233.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2386233/,,3
555,555,577,pr9i9swk,dad72c9c3422ef1c9b9149e8dd567de494d46a8a,PMC,Nasal Delivery of an Adenovirus-Based Vaccine Bypasses Pre-Existing Immunity to the Vaccine Carrier and Improves the Immune Response in Mice,10.1371/journal.pone.0003548,PMC2569416,18958172.0,cc-by,preexisting immunity human adenovirus serotype ad common general population bypassing preexisting immunity could maximize ad vaccine efficacy vaccination intramuscular im nasal oral po route ad expressing ebola zaire glycoprotein adzgp fully protected naïve mouse lethal challenge ebola presence preexisting immunity mouse vaccinated survived frequency ifnγ cd cell reduced animal vaccinated im po route respectively neutralizing antibody could detected serum either treatment group preexisting immunity compromise frequency ifnγ cd cell ± naïve v ± preexisting immunity pei antiebola neutralizing antibody nab ± reciprocal dilution group number infγ cd cell detected bronchioalveolar lavage fluid bal immunization compromised preexisting immunity ad ± naïve v ± sfcmillion mncs pei however preexisting immunity reduced nab level bal ∼ group improve immune response oral vaccination adbased vaccine pegylated mouse given modified vaccine survive challenge reduced level ifnγ cd cell day administration ± peg v ± unmodified pegylation increase nab level fold result provide insight degree b cell mediated immunity necessary protection ebola virus suggest modification virus capsid influence type immune response elicited adbased vaccine,2008-10-29,"Croyle, Maria A.; Patel, Ami; Tran, Kaylie N.; Gray, Michael; Zhang, Yi; Strong, James E.; Feldmann, Heinz; Kobinger, Gary P.",PLoS One,,,,document_parses/pdf_json/dad72c9c3422ef1c9b9149e8dd567de494d46a8a.json,document_parses/pmc_json/PMC2569416.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2569416/,,3
590,590,615,tfcerilc,ef872b80cf38917f64c42bfa52a57beb4399897a,PMC,Multivalent HA DNA Vaccination Protects against Highly Pathogenic H5N1 Avian Influenza Infection in Chickens and Mice,10.1371/journal.pone.0002432,PMC2657001,19293944.0,cc0,background sustained outbreak highly pathogenic avian influenza hpai hn avian specie increase risk reassortment adaptation human ability contain spread chicken would reduce threat help maintain capacity eggbased vaccine production vaccine offer potential control avian disease major concern current vaccine potency inability protect evolving avian influenza virus methodology principal finding ability dna vaccine encoding hemagglutinin ha protein different hpai hn serotypes evaluated ability elicit neutralizing antibody protect homologous heterologous hpai hn strain challenge mouse chicken dna immunization needle syringe pressure injection device vaccine elicited antibody neutralized multiple strain hpai hn given combination containing response dosedependent breadth determined choice influenza virus ha vaccine monovalent trivalent ha vaccine tested first mouse conferred protection lethal hn avietnam challenge week vaccination chicken protection observed heterologous strain hpai hn vaccination trivalent h serotype dna vaccine dos low µg dna given twice either intramuscular needle injection needlefree device conclusionssignificance dna vaccine offer generic approach influenza virus immunization applicable multiple animal specie addition ability substitute plasmid encoding different strain enables rapid adaptation vaccine newly evolving field isolates,2008-06-18,"Rao, Srinivas; Kong, Wing-Pui; Wei, Chih-Jen; Yang, Zhi-Yong; Nason, Martha; Styles, Darrel; DeTolla, Louis J.; Sorrell, Erin M.; Song, Haichen; Wan, Hongquan; Ramirez-Nieto, Gloria C.; Perez, Daniel; Nabel, Gary J.",PLoS One,,,,document_parses/pdf_json/ef872b80cf38917f64c42bfa52a57beb4399897a.json,document_parses/pmc_json/PMC2657001.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2657001/,,3
727,727,766,5l48fvx2,4df45b8404d9de0b376a8ae3c282a517df36fe51,PMC,Two novel HLA-A*0201 T-cell epitopes in avian H5N1 viral nucleoprotein induced specific immune responses in HHD mice,10.1051/vetres/2009071,PMC2820229,19941812.0,no-cc,influenza nucleoprotein np attractive target avian flu vaccine development high conversancy evolutionary chain virus identified two novel hlaa restricted np epitope named hn np amdsntlel np np fqgrgvfel np using computational bioinformatic analysis np peptide showed high binding affinity hlaa cell able induce activation cytotoxic cell human peripheral blood mononuclear cell examined potential using np np peptide sequence supplemented singlechain trimer potential dna vaccine candidate hhd transgenic mouse model gene gun delivery system used administrating vaccine candidate animal result cytotoxicity elispot assay indicated significant amount ifnγ secreted cell vaccinated mouse cell able eliminate corresponding peptideloaded cell discovery novel immunogenic np peptide provides valuable information avian flu vaccine design construction,2009-11-27,"Cheung, Ying-Kit; Cheng, Samuel Chak-Sum; Ke, Yan; Xie, Yong",Vet Res,,,,document_parses/pdf_json/4df45b8404d9de0b376a8ae3c282a517df36fe51.json,document_parses/pmc_json/PMC2820229.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2820229/,,3
