,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
2422,2422,2587,fvoke2yc,4b2ef217cb3fedccaffa0ecdd43344810630987b,PMC,Identification of human leukemia antigen A*0201-restricted epitopes derived from epidermal growth factor pathway substrate number 8,10.3892/mmr.2015.3673,PMC4463842,25936538.0,cc-by,tcellmediated immunotherapy hematological malignancy requires selection targeted tumorassociated antigen tcell epitope contained tumor protein epidermal growth factor receptor pathway substrate eps whose function pivotal tumor proliferation progression metastasis found overexpressed human tumor type expression normal tissue low aim present study identify human leukemia antigen hlaarestricted epitope eps using reverse immunology approach achieve computer algorithm used predict hlaa molecular binding proteasome cleavage pattern well translocation transporter associated antigen processing candidate peptide experimentally validated binding affinity assay brefeldina decay assay functional avidity peptidespecific cytotoxic lymphocyte ctls induced peripheral blood mononuclear cell healthy volunteer evaluated using enzymelinked immunosorbent spot assay cytotoxicity assay four peptide designated p p p p high affinity stability binding towards hlaa molecule specific ctls induced significantly responded corresponding peptide secreted ifnγ time ctls able specifically lyse epsexpressing cell line hlaarestricted manner present study demonstrated p p p p ctl epitope eps able used epitopedefined adoptive tcell transfer multiepitopebased vaccine design,2015-04-23,"TANG, BAISHAN; ZHOU, WEIJUN; DU, JINGWEN; HE, YANJIE; LI, YUHUA",Mol Med Rep,,,,document_parses/pdf_json/4b2ef217cb3fedccaffa0ecdd43344810630987b.json,document_parses/pmc_json/PMC4463842.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4463842/,,12
2584,2584,2756,765ufb5i,75fbdec55c05102f8337e48dda0c8b6cf27dac52,PMC,Alteration of somatostatin receptor 2 expression in canine mammary gland tumor,10.1292/jvms.15-0002,PMC4638304,25985817.0,cc-by-nc-nd,somatostatin receptor sstr negative regulator cell proliferation human breast cancer since little information sstr canine mammary gland tumor mgt clarified distribution expression level normal mammary gland benign mgt malignant mgt sstr expression determined immunohistochemical staining observed cytoplasm luminal epithelial cell intensity negatively correlated malignancy normal tissue benign tumor highest level malignant tumor little sstr expression western blotting sstr protein level benign tumor significantly lower normal mammary gland hand sstr protein level two three malignant tumor higher group result suggest sstr expression alters according malignancy canine mgt,2015-05-18,"SAKAI, Kosei; YONEZAWA, Tomohiro; YAMAWAKI, Hideyuki; OYAMADA, Toshifumi",J Vet Med Sci,,,,document_parses/pdf_json/75fbdec55c05102f8337e48dda0c8b6cf27dac52.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4638304/,,12
2671,2671,2843,jt81i0uc,b2511d6e6a5faa918701cd2bf6e2641ba7f4c9cd,PMC,Epstein- Barr Virus: Clinical and Epidemiological Revisits and Genetic Basis of Oncogenesis,10.2174/1874357901509010007,PMC4740969,26862355.0,cc-by,epsteinbarr virus ebv classified member order herpesvirales family herpesviridae subfamily gammaherpesvirinae genus lymphocytovirus virus exclusively human pathogen thus also termed human herpesvirus hhv first oncogenic virus recognized incriminated causation tumor lymphatic epithelial nature reported previous study population worldwide serologically positive virus clinically ebv primary infection almost silent persisting lifelong asymptomatic latent infection b cell although may responsible transient clinical syndrome called infectious mononucleosis following reactivation virus latency due immunocompromised status ebv found associated several tumor ebv linked oncogenesis detected lymphoid tumor burkitts lymphoma bl hodgkin disease hd posttransplant lymphoproliferative disorder ptld tcell lymphoma eg peripheral tcell lymphoma ptcl anaplastic large cell lymphoma alcl also linked epithelial tumor nasopharyngeal carcinoma npc gastric carcinoma oral hairy leukoplakia ohl vitro ebv many study demonstrated ability transform b cell lymphoblastoid cell line lcls despite malignancy showing different clinical epidemiological pattern studied genetic study suggested ebv associated transformation characterized generally low level virus gene expression latent virus protein lvps upregulated tumor lcls review summarize clinical epidemiological feature ebv associated tumor also discus ebv latent gene may lead oncogenesis different clinical malignancy,2015-11-03,"Ali, Abdelwahid Saeed; Al-Shraim, Mubarak; Al-Hakami, Ahmed Musa; Jones, Ian M",Open Virol J,,,,document_parses/pdf_json/b2511d6e6a5faa918701cd2bf6e2641ba7f4c9cd.json,document_parses/pmc_json/PMC4740969.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4740969/,,12
2680,2680,2852,sxidmw7e,940fe55ad5d57c4e58076fb38e4aae64694a5baf,PMC,Delivery System of CpG Oligodeoxynucleotides through Eliciting an Effective T cell Immune Response against Melanoma in Mice,10.7150/jca.12899,PMC4747877,26918036.0,no-cc,purpose order improve immunogenicity whole tumor cell lysate tumor vaccine designed series cpg odns study transport evaluate antitumor activity b melanoma mouse model method study investigated whether cclass cpg odn cpg odn could facilitate tumor cell lysate induce vigorous antitumor activity tumor mouse prophylactically therapeutically result found combination tumor cell lysate cpg odn could inhibit growth b melanoma prolong survival tumorbearing mouse moreover cpg odn addition tumor cell lysate also cause generation tumor specific immune memory inducing specific cytotoxic lymphocyte helper lymphocyte mouse conclusion result suggest cpg odn could developed efficient adjuvant tumor vaccine melanoma,2016-01-05,"Sun, Wei; Fang, Mingli; Chen, Yajing; Yang, Zhaogang; Xiao, Yue; Wan, Min; Wang, Hua; Yu, Yongli; Wang, Liying",J Cancer,,,,document_parses/pdf_json/940fe55ad5d57c4e58076fb38e4aae64694a5baf.json,document_parses/pmc_json/PMC4747877.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4747877/,,12
2726,2726,2900,bs9t0kf6,ed10157bad648117b93617e52d4c22f687ccec52,PMC,Affinity maturation of T-cell receptor-like antibodies for Wilms tumor 1 peptide greatly enhances therapeutic potential,10.1038/leu.2015.125,PMC4788467,25987253.0,no-cc,wt rmfpnapyl human leukocyte antigena hlaarestricted peptide derived wilms tumor protein wt widely expressed broad spectrum leukemia lymphoma solid tumor novel tcellreceptor tcrlike singlechain variable fragment scfv antibody specific tcell epitope consisting wthlaa complex isolated human scfv phage library scfv affinitymatured mutagenesis combined yeast display structurally analyzed using homology model monovalent scfv showed fold affinity improvement dissociation constant kd nm exquisite specificity towards targeted epitope hlaawt tumor cell bivalent scfvhuiggfc fusion protein demonstrated even higher avidity kd pm binding tcell epitope tumor target capable mediating antibodydependent cellmediated cytotoxicity tumor lysis chimeric antigen receptorexpressing human nkmitransfected cell antibody demonstrated specific potent cytotoxicity vivo towards wtpositive leukemia xenograft hlaa restricted summary tcell epitope provide novel target antibodybased therapeutic combining phage yeast display scfvfc fusion platform strategy developing highaffinity tcrlike antibody could rapidly explored potential clinical development supplementary information online version article doileu contains supplementary material available authorized user,2015-05-19,"Zhao, Q; Ahmed, M; Tassev, D V; Hasan, A; Kuo, T-Y; Guo, H-F; O'Reilly, R J; Cheung, N-K V",Leukemia,,,,document_parses/pdf_json/ed10157bad648117b93617e52d4c22f687ccec52.json,document_parses/pmc_json/PMC4788467.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4788467/,,12
2935,2935,3122,9v9tfhnd,ec0b7ac5c69486b4c914cf362fc49e176f401516,PMC,CD8 T Cell–Independent Antitumor Response and Its Potential for Treatment of Malignant Gliomas,10.3390/cancers8080071,PMC4999780,27472363.0,cc-by,malignant brain tumor continue represent devastating diagnosis real chance cure despite increasing list potential salvage therapy standardofcare patient changed decade immunotherapy seen exciting option potential offer specific long lasting tumor clearance “ gold standard ” immunotherapy development tumorspecific cd cell response potentiate tumor clearance immunological memory many advance made field immunotherapy therapy seen true success many principle used develop immunotherapy tumor peripheral organ applied brain tumor immunotherapy immunespecialized nature brain call question whether approach appropriate recent result experiment require rethinking current dogma perhaps cd cell response sufficient organ immunologically unique brain examination previously elucidated principle brain ’ immunespecialized status known immunological preference generate discussion experimentation address failure current therapy,2016-07-27,"Murphy, Katherine A.; Griffith, Thomas S.",Cancers (Basel),,,,document_parses/pdf_json/ec0b7ac5c69486b4c914cf362fc49e176f401516.json,document_parses/pmc_json/PMC4999780.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4999780/,,12
3390,3390,3588,tr0gn3tm,b6deb91c6796184b969f10b262910634eeff4a33,PMC,Tumor Restrictions to Oncolytic Virus,10.3390/biomedicines2020163,PMC5423468,28548066.0,cc-by,oncolytic virotherapy advanced since day conception therapeutic efficacy clinic seem reach level animal model one reason premature oncolytic virus clearance human reasonable assumption considering immunestimulating nature oncolytic agent however several study beginning reveal layer restriction oncolytic virotherapy present adaptive neutralizing immune response barrier present constitutively halting infection even begin whereas others raised minute cue triggered virus infection indeed others noticed delivering virus tumor may biggest obstacle successful therapy instead physical makeup tumor capacity mount antiviral defense seem important efficacy determinant review summarize constitutive innate barrier oncolytic virotherapy discus strategy overcome,2014-04-17,"Vähä-Koskela, Markus; Hinkkanen, Ari",Biomedicines,,,,document_parses/pdf_json/b6deb91c6796184b969f10b262910634eeff4a33.json,document_parses/pmc_json/PMC5423468.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5423468/,,12
3630,3630,3842,5wz79c2l,3ba5a8bec872feebb62f6a1f384690ba1cd63a8b,PMC,Antigen-specific oncolytic MV-based tumor vaccines through presentation of selected tumor-associated antigens on infected cells or virus-like particles,10.1038/s41598-017-16928-8,PMC5715114,29203786.0,cc-by,recombinant vaccine strainderived measles virus mv clinically tested vaccine platform protect pathogen oncolytic virus tumor treatment investigate potential synergism antitumoral efficacy oncolytic vaccine property chose ovalbumin ideal tumor antigen claudin preclinical proof concept enhance immunogenicity antigen presented retroviral viruslike particle produced situ mvinfection recombinant mv revealed normal growth genetic stability proper expression presentation antigen potent antigenspecific humoral cellular immunity found immunized mvsusceptible ifnar−−cdge mouse immune response significantly inhibited metastasis formation increased therapeutic efficacy compared control mv respective novel vivo tumor model using syngeneic bhcdmcldn murine melanoma cell data indicate potential mv trigger selected tumor antigenspecific immune response top direct tumor lysis enhanced efficacy,2017-12-04,"Hutzler, Stefan; Erbar, Stephanie; Jabulowsky, Robert A.; Hanauer, Jan R. H.; Schnotz, Jürgen H.; Beissert, Tim; Bodmer, Bianca S.; Eberle, Regina; Boller, Klaus; Klamp, Thorsten; Sahin, Ugur; Mühlebach, Michael D.",Sci Rep,,,,document_parses/pdf_json/3ba5a8bec872feebb62f6a1f384690ba1cd63a8b.json,document_parses/pmc_json/PMC5715114.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5715114/,,12
3740,3740,3957,fie121ns,6ba9d2be64380669690c2e8a8a614100a7a5a50a,PMC,Development of improved therapeutic mesothelin-based vaccines for pancreatic cancer,10.1371/journal.pone.0193131,PMC5825036,29474384.0,cc-by,pancreatic cancer th leading cause cancer death effective treatment developed poxvirus platform vaccine improved immunogenicity inserted mesothelin gene create antimesothelin cancer vaccine mesothelin expression mostly restricted tumor adult mammal thus may good target cancer treatment show modified vaccinia virus ankara mva virus expressing mesothelin enhanced mva virus missing immunosuppressive gene expressing mesothelin safe mouse able induce ifngamma secreting cell response mesothelin expressing tumor cell addition mva virus oncolytic property vitro replicate kill panc pancreatic adenocarcinoma cell line tumor cell even though unable replicate mammalian cell deletion gene mva improved cell response expected however unable demonstrate inhibition panc tumor growth immunocompetent mouse prevaccination mouse boost even intratumoral injection recombinant virus vaccine efficacy may limited shedding mesothelin tumor cell thus creating protective screen immune system,2018-02-23,"White, Michael; Freistaedter, Andrew; Jones, Gwendolyn J. B.; Zervos, Emmanuel; Roper, Rachel L.",PLoS One,,,,document_parses/pdf_json/6ba9d2be64380669690c2e8a8a614100a7a5a50a.json,document_parses/pmc_json/PMC5825036.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5825036/,,12
3861,3861,4080,kqb475gu,2ba882c9ddb5e9db8ebb0db536788bff66b67f14,PMC,Beyond molecular tumor heterogeneity: protein synthesis takes control,10.1038/s41388-018-0152-0,PMC5945578,29463861.0,cc-by-nc-nd,one daunting challenge facing modern medicine lie understanding treatment tumor heterogeneity tumor show intratumor heterogeneity genomic proteomic level marked impact response therapeutic target therapeutic targetrelated gene expression pathway affected hypoxia cellular stress however finding target eukaryotic initiation factor eif e phosphorylated form peife generally homogenously expressed throughout tumor regardless presence hypoxia cellular stress condition open exciting possibility malignancy could treated therapy combine targeting eife phosphorylation immune checkpoint inhibitor chemotherapy,2018-02-21,"Ramon y Cajal, Santiago; Castellvi, Josep; Hümmer, Stefan; Peg, Vicente; Pelletier, Jerry; Sonenberg, Nahum",Oncogene,,,,document_parses/pdf_json/2ba882c9ddb5e9db8ebb0db536788bff66b67f14.json,document_parses/pmc_json/PMC5945578.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5945578/,,12
4045,4045,4270,jsez2yrs,f1b81916fac1ca3d50dde774df2e1bb26bf0fb39,PMC,The vacuolar-type ATPase inhibitor archazolid increases tumor cell adhesion to endothelial cells by accumulating extracellular collagen,10.1371/journal.pone.0203053,PMC6133348,30204757.0,cc-by,vacuolartype hatpase vatpase major proton pump acidifies intracellular compartment eukaryotic cell since inhibition vatpase resulted antitumor antimetastatic effect different tumor model enzyme emerged promising strategy cancer used wellestablished vatpase inhibitor archazolid natural product first isolated myxobacterium archangium gephyra study consequence vatpase inhibition endothelial cell ec particular interaction ec cancer cell neglected far human endothelial cell treated archazolid showed increased adhesion tumor cell whereas transendothelial migration tumor cell reduced adhesion process independent ec adhesion molecule icam vcam eselectin ncadherin instead adhesion mediated βintegrins expressed tumor cell blocking integrin β subunit reversed process tumor cell preferentially adhered βintegrin ligand collagen archazolid led increase amount collagen surface ec accumulation collagen accompanied strong decrease expression activity protease cathepsin b overexpression cathepsin b ec prevented capability archazolid increase adhesion tumor cell onto ec study demonstrates inhibition vatpase archazolid induces proadhesive phenotype endothelial cell promotes interaction cancer cell whereas transmigration tumor cell reduced finding support archazolid promising antimetastatic compound,2018-09-11,"Luong, Betty; Schwenk, Rebecca; Bräutigam, Jacqueline; Müller, Rolf; Menche, Dirk; Bischoff, Iris; Fürst, Robert",PLoS One,,,,document_parses/pdf_json/f1b81916fac1ca3d50dde774df2e1bb26bf0fb39.json,document_parses/pmc_json/PMC6133348.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6133348/,,12
