,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
93,93,96,ztkjm79p,d619c3ceec4db4f3f350c3d5fb3842bd83f04a80,PMC,The immediate effects of the severe acute respiratory syndrome (SARS) epidemic on childbirth in Taiwan,10.1186/1471-2458-5-30,PMC1084353,15804368.0,cc-by,background emerging infectious disease like severe acute respiratory syndrome sars strike suddenly many wonder public overwhelming fear sars may deterred patient seeking routine care hospital andor interrupt patient continuity care study sought estimate influence pregnant woman fear severe acute respiratory syndrome sars choice provider mode childbirth length stay los delivery sars epidemic taiwan method national health insurance data january december used populationbased descriptive analysis conducted ass change volume market share cesarean rate average los provider level sars epidemic result compared presars period medical center regional hospital dropped market share childbirth service peak sars period district hospital clinic increased respectively change cesarean rate significantly larger increase observed medical center peak sars period term los significant reduction average los observed hospital level except clinic average los shortened day medical center day regional hospital day district hospital conclusion large amount patient shifting maternity ward advanced hospital le advanced hospital coupled substantial reduction length maternity stay due fear sars could also lead serious concern quality care especially regarding patient accessibility quality provider continuity care,2005-04-04,"Lee, Cheng-Hua; Huang, Nicole; Chang, Hong-Jen; Hsu, Yea-Jen; Wang, Mei-Chu; Chou, Yiing-Jenq",BMC Public Health,,,,document_parses/pdf_json/d619c3ceec4db4f3f350c3d5fb3842bd83f04a80.json,document_parses/pmc_json/PMC1084353.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1084353/,,5
97,97,100,6vcts4w3,c6008b68c8b16e3a6a48a2cb892bac5c9353df86,PMC,Absence of association between angiotensin converting enzyme polymorphism and development of adult respiratory distress syndrome in patients with severe acute respiratory syndrome: a case control study,10.1186/1471-2334-5-26,PMC1090578,15819995.0,cc-by,background postulated genetic predisposition may influence susceptibility sarscoronavirus infection disease outcome recent study suggested deletion allele allele angiotensin converting enzyme ace gene associated hypoxemia sars patient moreover ace allele shown prevalent patient suffering adult respiratory distress syndrome ards previous study thus investigated association ace insertiondeletion id polymorphism progression ards requirement intensive care sars patient method one hundred forty genetically unrelated chinese sars patient healthy volunteer recruited ace id genotype determined polymerase chain reaction agarose gel electrophoresis result significant difference genotypic distribution allelic frequency ace id polymorphism sars patient healthy control subject moreover also evidence ace id polymorphism associated progression ards requirement intensive care sars patient multivariate logistic analysis age factor associated development ards age male sex independent factor associated requirement intensive care conclusion ace id polymorphism directly related increased susceptibility sarscoronavirus infection associated poor outcome sarscoronavirus infection,2005-04-09,"Chan, KC Allen; Tang, Nelson LS; Hui, David SC; Chung, Grace TY; Wu, Alan KL; Chim, Stephen SC; Chiu, Rossa WK; Lee, Nelson; Choi, KW; Sung, YM; Chan, Paul KS; Tong, YK; Lai, ST; Yu, WC; Tsang, Owen; Lo, YM Dennis",BMC Infect Dis,,,,document_parses/pdf_json/c6008b68c8b16e3a6a48a2cb892bac5c9353df86.json,document_parses/pmc_json/PMC1090578.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090578/,,5
110,110,114,ln8ddyuj,4ae8479c3cef7cc97b7edb7cb3e9f86ec51d140e,PMC,Persistence of lung inflammation and lung cytokines with high-resolution CT abnormalities during recovery from SARS,10.1186/1465-9921-6-42,PMC1156954,15888207.0,cc-by,background acute phase severe acute respiratory syndrome sars mononuclear cell infiltration alveolar cell desquamation hyaline membrane formation described together dysregulation plasma cytokine level persistent highresolution computed tomography hrct abnormality occur sars patient day recovery method determine time course recovery lung inflammation investigated hrct inflammatory profile coronavirus persistence bronchoalveolar lavage fluid balf patient recovery day result day compared normal control sars patient increased cellularity balf increased alveolar macrophage cd cell hrct score increased correlated tcell number subpopulation inversely cdcd ratio tnfα il il rantes mcp level increased viral particle detected electron microscopy sars patient high hrct score day hrct score improved significantly patient normalization balf cell count patient repeat bronchoscopy pulse steroid therapy prolonged fever two independent factor associated delayed resolution pneumonitis nonrandomized retrospective analysis conclusion resolution pneumonitis delayed patient sars recovery may associated delayed clearance coronavirus complete resolution may occur day later,2005-05-11,"Wang, Chun-Hua; Liu, Chien-Ying; Wan, Yung-Liang; Chou, Chun-Liang; Huang, Kuo-Hsiung; Lin, Horng-Chyuan; Lin, Shu-Min; Lin, Tzou-Yien; Chung, Kian Fan; Kuo, Han-Pin",Respir Res,,,,document_parses/pdf_json/4ae8479c3cef7cc97b7edb7cb3e9f86ec51d140e.json,document_parses/pmc_json/PMC1156954.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1156954/,,5
113,113,117,e1iaiwc6,eddc547cbba693715e4fd55e6a946e8ec7d96bc2,PMC,A Severe Acute Respiratory Syndrome extranet: supporting local communication and information dissemination,10.1186/1472-6947-5-17,PMC1166558,15967040.0,cc-by,background objective study explore use perception local severe acute respiratory syndrome sars extranet potential support future information communication application sars extranet single managed electronic limited access system manage local provincial sars control information method july webbased paperbased survey conducted sars steering committee member hamilton assessed use perception extranet built support committee sars outbreak distribution survey usertested based thinkaloud protocol revision made quantitative qualitative question asked related frequency use extranet perceived overall usefulness resource rationale use potential barrier strength limitation potential future us extranet result response rate n respondent reported visited site rated highly overall mean low high however site rated compared communication strategy used outbreak almost half respondent visited site least every day two common reason respondent visited extranet access sars steering committee minute access hamilton medical advisory commonly cited potential future us extranet sending private email public health expert surveillance one encountered personal barrier use site several mentioned time duplication email information challenge conclusion despite higher ranking various communication strategy sars outbreak email meeting teleconference web site user generally perceived local extranet useful support dissemination local information public health emergency,2005-06-20,"Valaitis, Ruta K; Akhtar-Danesh, Noori; Kealey, Cathy M; Brunetti, Glenn M; Thomas, Helen",BMC Med Inform Decis Mak,,,,document_parses/pdf_json/eddc547cbba693715e4fd55e6a946e8ec7d96bc2.json,document_parses/pmc_json/PMC1166558.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1166558/,,5
137,137,142,dgnddq80,a4b16ad01125dda3a5dd4ae97fe8cb53c9538075,PMC,Chloroquine is a potent inhibitor of SARS coronavirus infection and spread,10.1186/1743-422x-2-69,PMC1232869,16115318.0,cc-by,background severe acute respiratory syndrome sars caused newly discovered coronavirus sarscov effective prophylactic postexposure therapy currently available result report however chloroquine strong antiviral effect sarscov infection primate cell inhibitory effect observed cell treated drug either exposure virus suggesting prophylactic therapeutic advantage addition wellknown function chloroquine elevation endosomal ph drug appears interfere terminal glycosylation cellular receptor angiotensinconverting enzyme may negatively influence virusreceptor binding abrogate infection ramification elevation vesicular ph resulting inhibition infection spread sars cov clinically admissible concentration conclusion chloroquine effective preventing spread sars cov cell culture favorable inhibition virus spread observed cell either treated chloroquine prior sars cov infection addition indirect immunofluorescence assay described herein represents simple rapid method screening sarscov antiviral compound,2005-08-22,"Vincent, Martin J; Bergeron, Eric; Benjannet, Suzanne; Erickson, Bobbie R; Rollin, Pierre E; Ksiazek, Thomas G; Seidah, Nabil G; Nichol, Stuart T",Virol J,,,,document_parses/pdf_json/a4b16ad01125dda3a5dd4ae97fe8cb53c9538075.json,document_parses/pmc_json/PMC1232869.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1232869/,,5
142,142,147,ej795nks,a3c3b7c38ad32e1042d78aae2027ca491e9f2197,PMC,Understanding the Spatial Clustering of Severe Acute Respiratory Syndrome (SARS) in Hong Kong,10.1289/ehp.7117,PMC1247620,15531441.0,cc0,applied cartographic geostatistical method analyzing pattern disease spread severe acute respiratory syndrome sars outbreak hong kong using geographic information system gi technology analyzed integrated database contained clinical personal detail patient confirmed sars february june elementary mapping disease occurrence space time simultaneously revealed geographic extent spread throughout territory statistical surface created kernel method confirmed sars case highly clustered identified distinct disease “ hot spot ” contextual analysis mean standard deviation different density class indicated period day february day march prodrome epidemic whereas day may june marked declining phase outbreak originanddestination plot showed directional bias radius spread superspreading event integration gi technology routine field epidemiologic surveillance offer realtime quantitative method identifying tracking geospatial spread infectious disease experience sars demonstrated,2004-07-27,"Lai, P.C.; Wong, C.M.; Hedley, A.J.; Lo, S.V.; Leung, P.Y.; Kong, J.; Leung, G.M.",Environ Health Perspect,,,,document_parses/pdf_json/a3c3b7c38ad32e1042d78aae2027ca491e9f2197.json,document_parses/pmc_json/PMC1247620.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1247620/,,5
147,147,152,ovpgw054,79da8c8e26960026682cb2daf09ec3357b1bec5a,PMC,Molecular signature of clinical severity in recovering patients with severe acute respiratory syndrome coronavirus (SARS-CoV),10.1186/1471-2164-6-132,PMC1262710,16174304.0,cc-by,background severe acute respiratory syndrome sars recent epidemic human disease caused novel coronavirus sarscov first reported asia sars quickly spread worldwide international travelling july world health organization reported total people afflicted sars mortality rate although immunopathological damage may account severity respiratory distress little known genomewide gene expression host change attack sarscov result based change gene expression peripheral blood identified signature gene accurately discriminated acute sars patient nonsars control general suppression gene expression predominated sarsinfected blood several gene including involved innate immunity defensins eosinophilderived neurotoxin upregulated instead employing clustering method ranked severity recovering sars patient generalized associate plot gap according expression profile signature gene method discovered smooth transition pattern severity normal control acute sars patient rank sars severity significantly correlated recovery period day clinical pulmonary infection score conclusion use gap approach proved useful analyzing complexity continuity biological system severity rank derived global expression profile significantly regulated gene patient may useful elucidating pathophysiology disease,2005-09-21,"Lee, Yun-Shien; Chen, Chun-Houh; Chao, Angel; Chen, En-Shih; Wei, Min-Li; Chen, Lung-Kun; Yang, Kuender D; Lin, Meng-Chih; Wang, Yi-Hsi; Liu, Jien-Wei; Eng, Hock-Liew; Chiang, Ping-Cherng; Wu, Ting-Shu; Tsao, Kuo-Chein; Huang, Chung-Guei; Tien, Yin-Jing; Wang, Tzu-Hao; Wang, Hsing-Shih; Lee, Ying-Shiung",BMC Genomics,,,,document_parses/pdf_json/79da8c8e26960026682cb2daf09ec3357b1bec5a.json,document_parses/pmc_json/PMC1262710.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1262710/,,5
153,153,158,o088rxb5,9f63ebfaab049c0968d72166761217b3aaa1fe00,PMC,Pneumothorax and mortality in the mechanically ventilated SARS patients: a prospective clinical study,10.1186/cc3736,PMC1269458,16137358.0,cc-by,introduction pneumothorax often complicates management mechanically ventilated severe acute respiratory syndrome sars patient isolation intensive care unit icu sought determine whether pneumothoraces induced high ventilatory pressure volume associated mortality mechanically ventilated sars patient method conducted prospective clinical study fortyone mechanically ventilated sars patient included study sars patient sedated received mechanical ventilation isolation icu result mechanically ventilated sars patient divided two group either without pneumothorax demographic data clinical characteristic ventilatory variable positive endexpiratory pressure peak inspiratory pressure mean airway pressure tidal volume tidal volume per kilogram respiratory rate minute ventilation accumulated mortality rate day mechanical ventilation analyzed statistically significant difference pressure volume two group mortality also similar group however patient developing pneumothorax mechanical ventilation frequently expressed higher respiratory rate admission lower paofio ratio higher paco level hospitalization compared without pneumothorax conclusion study sars patient suffered pneumothorax presented tachypnic admission pronounced hypoxemic hypercapnic hospitalization variable signaled deterioration respiratory function could indicator developing pneumothorax mechanical ventilation sars patient meanwhile meticulous respiratory therapy monitoring mandatory patient,2005-06-22,"Kao, Hsin-Kuo; Wang, Jia-Horng; Sung, Chun-Sung; Huang, Ying-Che; Lien, Te-Cheng",Crit Care,,,,document_parses/pdf_json/9f63ebfaab049c0968d72166761217b3aaa1fe00.json,document_parses/pmc_json/PMC1269458.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1269458/,,5
169,169,175,do5c85ad,325688eb32f8e6875a930f831c4cea02b2a556c9,PMC,Time Course and Cellular Localization of SARS-CoV Nucleoprotein and RNA in Lungs from Fatal Cases of SARS,10.1371/journal.pmed.0030027,PMC1324951,16379499.0,cc-by,background cellular localization severe acute respiratory syndrome coronavirus sarscov lung patient sars important confirming etiological association virus disease well understanding pathogenesis disease knowledge comprehensive study investigating viral infection cellular level human method finding collected largest series fatal case sars autopsy material date merging pathological material two region involved worldwide sars outbreak hong kong china toronto canada developed monoclonal antibody sarscov nucleoprotein used together situ hybridization ish analyze autopsy lung tissue patient sars hong kong toronto compared result assay pulmonary pathology clinical course illness patient sarscov nucleoprotein rna detected immunohistochemistry ish respectively primarily alveolar pneumocytes le frequently macrophage localization detected four seven patient died within two week illness onset none patient died later two week symptom onset conclusion pulmonary alveolar epithelium chief target sarscov macrophage infected subsequently viral replication appears limited first two week symptom onset little evidence continued widespread replication period antiviral therapy considered future treatment focused twoweek period acute clinical disease,2006-01-03,"Nicholls, John M; Butany, Jagdish; Poon, Leo L. M; Chan, Kwok H; Beh, Swan Lip; Poutanen, Susan; Peiris, J. S. Malik; Wong, Maria",PLoS Med,,,,document_parses/pdf_json/325688eb32f8e6875a930f831c4cea02b2a556c9.json,document_parses/pmc_json/PMC1324951.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1324951/,,5
190,190,197,jseyjnqg,e7df6e6b00213948f60923cd0c111d58ffdfda00,PMC,Nonhuman Primate Models for SARS,10.1371/journal.pmed.0030194,PMC1435785,16608385.0,cc-by,osterhaus haagmans discus new study plo medicine support use cynomolgus macaque model study sars pathogenesis test intervention strategy,2006-04-18,"Haagmans, Bart L; Osterhaus, Albert D. M. E",PLoS Med,,,,document_parses/pdf_json/e7df6e6b00213948f60923cd0c111d58ffdfda00.json,document_parses/pmc_json/PMC1435785.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1435785/,,5
202,202,209,f0dq94j1,2e2de8d6ebd368c062fed5770aa26a780bdc25b8,PMC,The interferon gamma gene polymorphism +874 A/T is associated with severe acute respiratory syndrome,10.1186/1471-2334-6-82,PMC1468415,16672072.0,cc-by,background cytokine play important role antiviral action examined whether polymorphism ifnγtnfα il affect susceptibility outcome severe acute respiratory syndrome sars method casecontrol study carried chinese sars patient healthy control tested polymorphism ifnγtnfα il association sars result ifnγ allele associated susceptibility sars dosedependent manner p individual ifnγ aa genotype fold confidence interval ci fold ci increased risk developing sars respectively polymorphism il tnfα associated sars susceptibility conclusion ifnγ allele shown risk factor sars susceptibility,2006-05-04,"Chong, Wai Po; Ip, WK Eddie; Tso, Gloria Hoi Wan; Ng, Man Wai; Wong, Wilfred Hing Sang; Law, Helen Ka Wai; Yung, Raymond WH; Chow, Eudora Y; Au, KL; Chan, Eric YT; Lim, Wilina; Peiris, JS Malik; Lau, Yu Lung",BMC Infect Dis,,,,document_parses/pdf_json/2e2de8d6ebd368c062fed5770aa26a780bdc25b8.json,document_parses/pmc_json/PMC1468415.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1468415/,,5
237,237,250,ub9dtgup,78326020e9f7cd75415a3a192729ccf0c0930281,PMC,Association of SARS susceptibility with single nucleic acid polymorphisms of OAS1 and MxA genes: a case-control study,10.1186/1471-2334-6-106,PMC1550407,16824203.0,cc-by,background host genetic factor may play role susceptibility resistance sars associated coronavirus sarscov infection study carried investigate association genetic polymorphism oligoadenylate synthetase oas gene well myxovirus resistance mxa gene susceptibility sars chinese han population method hospitalbased casecontrol study conducted collective sars case close contact uninfected control enrolled study end point real time polymerase chain reaction pcr pcrbased restriction fragment length polymorphism rflp analysis used detect single nucleic polymorphism snp oas mxa gene information factor associated sars infection collected using pretested questionnaire univariate multivariate logistic analysis conducted result one polymorphism untranslated region utr oas gene associated sars infection compared aa genotype ag gg genotype found associated protective effect sars infection or ci respectively also gt genotype position mxa gene promoter associated increased susceptibility sars infection compared gg genotype ci association ag genotype oas gt genotype mxa remained significant multivariate analysis adjusting sars protective measure ci ci respectively conclusion snp oas utr mxa promoter region appear associated host susceptibility sars chinese han population,2006-07-06,"He, Jing; Feng, Dan; de Vlas, Sake J; Wang, Hongwei; Fontanet, Arnaud; Zhang, Panhe; Plancoulaine, Sabine; Tang, Fang; Zhan, Lin; Yang, Hong; Wang, Tianbao; Richardus, Jan H; Habbema, J Dik F; Cao, Wuchun",BMC Infect Dis,,,,document_parses/pdf_json/78326020e9f7cd75415a3a192729ccf0c0930281.json,document_parses/pmc_json/PMC1550407.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1550407/,,5
