,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
4605,4605,4856,my6frz5s,24bc853dce27cbe938ca42aefdaa4e788df30481,PMC,Exploratory cohort study to determine if dry cow vaccination with a Salmonella Newport bacterin can protect dairy calves against oral Salmonella challenge,10.1111/jvim.15529,PMC6639490,31134697.0,cc-by-nc,background salmonellosis major cause morbidity mortality neonatal calf often occurring preventative vaccine administered hypothesisobjective evaluate protective effect calf colostrum cow vaccinated commercially available salmonella newport bacterin salmonella typhimurium challenge animal twenty holstein bull calf university dairy farm method nonrandomized placebo‐controlled trial colostrum harvested cow received dos either salmonella bacterin saline calving colostrum collected group pooled fed group calf birth approximately week age calf challenged salmonella typhimurium clinical hematologic microbiological postmortem finding compared group result difference mortality clinical finding hematology result blood fecal culture necropsy finding group observed vaccinated cow higher colostral titer calf fed colostrum higher serum titer mean difference mean se vaccinated versus control calf conclusion clinical importance transfer colostral immunoglobulin salmonella enterica serotype newport bacterin neonatal calf sufficient decrease mortality clinical sign sepsis intestinal damage fecal shedding exposed highly pathogenic salmonella isolate large‐scale randomized controlled clinical trial needed evaluate efficacy bacterin administered dry period prevention salmonellosis neonatal calf,2019-05-27,"Foster, Derek; Jacob, Megan; Stowe, Devorah; Smith, Geof",J Vet Intern Med,,,,document_parses/pdf_json/24bc853dce27cbe938ca42aefdaa4e788df30481.json,document_parses/pmc_json/PMC6639490.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6639490/,,19
4678,4678,4930,6nwbc2nr,7e43122d298db29a31acc538436b5f3a10621995,PMC,Effect of Saccharomyces boulardii Supplementation on Performance and Physiological Traits of Holstein Calves under Heat Stress Conditions,10.3390/ani9080510,PMC6719173,31370319.0,cc-by,simple summary study effect saccharomyces boulardii sb supplement performance physiological trait holstein calf heat stress investigated using climatic chamber revealed supplementation sb incorporated milk replacer ameliorate negative impact heat stress holstein dairy calf increasing dry matter intake dmi reducing rectal temperature heart rate alleviating diarrhea via modulating pathogenic bacteria digestive tract result showed sb used alternative antistressor diet young dairy calf heat stress h objective study determine effect saccharomyces boulardii cncm sb feed additive performance diarrhea frequency rectal temperature heart rate water consumption cortisol level fecal bacteria population holstein calf ± day age body weight ± kg n thermal neutral tn heat stress h condition tn period day calf receiving sb showed quadratic linear effect compared control group showing higher dry matter intake dmi p water consumption p lower frequency fecal diarrhea p rectal temperature p heart rate p fecal microbiota day escherichia coli p enterobacteriaceae p meanwhile calf exposed h day receiving sb showed quadratic linear effect compared control group showing higher dmi p lower water consumption p rectal temperature p cortisol level p result suggest live sb useful livestock industry alternative conventional medication especially time suspected health problem added milk replacer young dairy calf experiencing h,2019-07-31,"Lee, Jae-Sung; Kacem, Nouali; Kim, Won-Seob; Peng, Dong Qiao; Kim, Young-Jun; Joung, Youn-Geun; Lee, Chanhee; Lee, Hong-Gu",Animals (Basel),,,,document_parses/pdf_json/7e43122d298db29a31acc538436b5f3a10621995.json,document_parses/pmc_json/PMC6719173.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6719173/,,19
4698,4698,4950,h47cwv1s,f80a73f77c3831a921a232122099f8aa5798dfd2,PMC,Possible roles of monocytes/macrophages in response to elephant endotheliotropic herpesvirus (EEHV) infections in Asian elephants (Elephas maximus),10.1371/journal.pone.0222158,PMC6730851,31491031.0,cc-by,elephant endotheliotropic herpesvirushemorrhagic disease eehvhd primary cause acute highly fatal hemorrhagic disease young asian elephant although monocytopenia frequently observed eehvhd case role monocyte play eehvdisease pathogenesis unknown study seek explain response monocytesmacrophages pathogenesis eehvhd sample blood frozen tissue formalinfixed paraffinembedded ffpe tissue eehvahd eehvhd coinfected eehva hd eehvnegative calf analyzed peripheral blood mononuclear cell pbmcs persistent eehvinfected eehvnegative calf also studied result showed increased infiltration ibapositive macrophage inflamed tissue internal organ elephant calf eehvhd addition cellular apoptosis also increased tissue elephant eehvhd especially pbmcs compared eehvnegative control pbmcs persistent eehvinfected elephant cytokine mrna expression high particularly upregulation tnfα ifnγ moreover viral particle observed cytoplasm persistent eehvinfected elephant monocyte study demonstrated first time apoptosis pbmcs increased case eehvhd furthermore study showed monocyte may serve vehicle viral dissemination eehv infection asian elephant,2019-09-06,"Srivorakul, Saralee; Guntawang, Thunyamas; Kochagul, Varankpicha; Photichai, Kornravee; Sittisak, Tidaratt; Janyamethakul, Thittaya; Boonprasert, Khajohnpat; Khammesri, Siripat; Langkaphin, Warangkhana; Punyapornwithaya, Veerasak; Chuammitri, Phongsakorn; Thitaram, Chatchote; Pringproa, Kidsadagon",PLoS One,,,,document_parses/pdf_json/f80a73f77c3831a921a232122099f8aa5798dfd2.json,document_parses/pmc_json/PMC6730851.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6730851/,,19
4778,4778,5040,9eeyegvt,522970c3ab7dfd56f03358b19739d66ce7219097,PMC,"Using Non-Invasive Monitoring Technologies to Capture Behavioural, Physiological and Health Responses of Dairy Calves to Different Nutritional Regimes during the First Ten Weeks of Life",10.3390/ani9100760,PMC6827363,31581685.0,cc-by,simple summary recent research debated effect milk forage feeding regime first week life future performance dairy calf however little known feeding regime affect behavioural physiological response potential impact calf health wellbeing traditional method assessing calf health welfare behavioural observation blood sampling time consuming impractical producer invasive animal involved development technology increased availability onfarm noninvasive device allow automatic remote collection behavioural physiological data linked animal health welfare study aimed use device measure lying behaviour heart rate heart rate variability infrared temperature calf offered high low level milk replacer different type forage throughout first ten week life calf displayed change lying behaviour heart rate variability result change milk replacer feeding frequency additionally infrared temperature change detected period vaccination corresponded rise core body temperature result highlighted sensor provide important useable data regarding overall calf wellbeing commercial farm study aimed examine use noninvasive monitoring technology mean capturing behavioural physiological health response calf allocated different nutritional regime seventyfour holstein friesian calf individually penned allocated receive either high hml conventional cml milk replacer mr level – day age additionally calf allocated one four forage treatment chopped straw offered – day age c ii chopped straw offered – day age c iii grass silage offered – day age g iv forage prewean period nf representative sample calf treatment fitted activity sensor heart rate monitor throughout experimental period examine lying behaviour heart rate variability respectively thermal image eye rectal area calf taken daysweek – day age faecal respiratory scoring individual calf carried daily basis throughout experimental period milk replacer feeding level limited effect measure calf health although hml calf tended increased likelihood receiving treatment scour cml calf daily lying time mind lower hml calf following reduction mr feeding frequency day age weaning day age compared cml calf additionally hml calf displayed lower heart rate variability following weaning suggestive increased stress load limited effect forage treatment however c calf displayed greater daily lying time following mr stepdown day age potentially indicating increased rumination result present study highlight benefit using remote monitoring technology mean detecting behavioural physiological change result nutritional management strategy individually housed dairy calf,2019-10-02,"Scoley, Gillian; Gordon, Alan; Morrison, Steven",Animals (Basel),,,,document_parses/pdf_json/522970c3ab7dfd56f03358b19739d66ce7219097.json,document_parses/pmc_json/PMC6827363.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6827363/,,19
5527,5527,5871,7wthyc3z,15c7d575fdc941daae3f172bf153526bd018474e,PMC,Experimental inoculation of adult dairy cows with bovine coronavirus and detection of coronavirus in feces by RT-PCR,10.1007/s007050050493,PMC7086631,10076517.0,no-cc,reverse transcriptase pcr rtpcr targeting bp fragment nucleocapsid gene bovine coronavirus bcv developed detection bcv rna feces experimentally inoculated cattle sensitivity specificity rtpcr confirmed using tissue cultureadapted bcv strain feces calf inoculated bcv ten nonpregant bcv seropositive adult dairy cow inoculated winter dysentery wd n calf diarrhea cd n strain bcv intranasally orally n surgicallyplaced duodenal catheter n without dexamethasone treatment feeding ice water cow inoculated bcv intranasally duodenal catheter cow given cd bcv cow given wd bcv developed mild diarrhea bcv detected diarrheal feces rtpcr elisa immune electron microscopy result suggest cd wd strain bcv cause diarrhea adult cow conjunction host environmental factor rtpcr might useful diagnose bcv infection calf adult cow,2014-04-08,"Tsunemitsu, H.; Smith, D. R.; Saif, L. J.",Arch Virol,,,,document_parses/pdf_json/15c7d575fdc941daae3f172bf153526bd018474e.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7086631/,,19
5748,5748,6112,8kk9ddzz,b846d379f3ad1f0aa0440198e808f78baa9664d0,PMC,First detection of bovine group B rotavirus in Japan and sequence of its VP7 gene,10.1007/s007050050546,PMC7087034,10365171.0,no-cc,epizootic outbreak diarrhea occurred adult cow dairy farm hokkaido japan one colostrumfed calf inoculated pooled feces affected cow developed mild diarrhea shed rotaviruslike parti cles reacted antiserum group b rotavirus immune electron microscopy cell culture immunofluorescence test rnapolyacrylamide gel electrophoresis rtpcr confirmed virus bovine group b rota virus designated nemuro strain additional colostrumdeprived calf inoculated feces first calf also developed diarrhea shed virus suggesting group b rotavirus might etiological agent outbreak adult cow diarrhea identity nucleotide nt deduced amino acid aa sequence nemuro vp gene high – nt – aa low – nt – aa compared published corresponding gene bovine mammalian human rat strain group b rotavirus respectively knowledge first report presence bovine group b rotavirus japan,2014-05-18,"Tsunemitsu, H.; Morita, D.; Takaku, H.; Nishimori, T.; Imai, K.; Saif, L. J.",Arch Virol,,,,document_parses/pdf_json/b846d379f3ad1f0aa0440198e808f78baa9664d0.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087034/,,19
5806,5806,6173,dopa8hxy,676504d8e92701e84e50e35294eb2033a09b0808,PMC,Studies on the relationship between coronaviruses from the intestinal and respiratory tracts of calves,10.1007/bf01317007,PMC7087164,2990390.0,no-cc,immunofluorescence test smear nasal epithelial cell used detect coronavirus infection respiratory tract calf thirteen gnotobiotic calf infected coronavirus isolates derived faeces respiratory material virus detected faeces nasal swab animal calf field survey significant association coronavirus excretion respiratory enteric route calf diarrhoea calf necropsy predilection site coronavirus growth distal small intestine large intestine epithelium nasal cavity trachea antigen found lung tissue immunofluoresence immunoperoxidase staining infection enteric coronavirus induced immunity reinfection heterologous challenge two coronavirus isolates derived respiratory tract nine coronaviruses cultivated cloned antiserum three prepared pig complete virus neutralisation test homologous serum significant cross reaction eight isolates intestinal respiratory origin thus bovine coronavirus isolates belonged serotype despite source virus,1985,"Reynolds, D. J.; Debney, T. G.; Hall, G. A.; Thomas, L. H.; Parsons, K. R.",Arch Virol,,,,document_parses/pdf_json/676504d8e92701e84e50e35294eb2033a09b0808.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087164/,,19
5811,5811,6178,my74mxgb,9d8acbf59df5870df04bbba4aa2e5fb7eca338b2,PMC,Excretion and persistence of bovine coronavirus in neonatal calves,10.1007/bf01310629,PMC7087174,2174231.0,no-cc,following oral inoculation excretion virulent attenuated strain bovine coronavirus calf feces persistence spiral colon ileum jejunum studied using hemagglutination direct fluorescent antibody test respectively virus excreted feces day high titer intermittently low titer however viral antigen detected crypt peyers patch least week infection calf given virulent virus calf given attenuated virus,1990,"Kapil, Sanjay; Trent, Ava M.; Goyal, Sagar M.",Arch Virol,,,,document_parses/pdf_json/9d8acbf59df5870df04bbba4aa2e5fb7eca338b2.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087174/,,19
5867,5867,6237,00weh5ta,7a4ff1d40bff688ea06f3fc3e1ba5adf392393a9,PMC,Cross-protection studies between respiratory and calf diarrhea and winter dysentery coronavirus strains in calves and RT-PCR and nested PCR for their detection,10.1007/s007050170011,PMC7087283,11811688.0,no-cc,step rtpcr assay targeting bp fragment nucleocapsid n gene bovine coronavirus bcv nested pcr assay targeting bp fragment n gene developed detect bcv nasal swab fecal sample calf experimentally exposed bcv step rtpcr nested pcr recognized cell culture passaged isolates bovine respiratory coronavirus brcv calf diarrhea cd winter dysentery wd strain bcv transmissible gastroenteritis coronavirus bovine rotavirus sensitivity step rtpcr nested pcr compared antigencapture elisa lowest detection limit step rtpcr nested pcr determined using tenfold serial dilution brcv strain bcv negative nasal swab suspension preexposure gnotobiotic calf × × tcid ml strain respectively lowest detection limit antigencapture elisa determined using serially diluted sample × tcid ml strain therefore step rtpcr nested pcr assay time respectively sensitive antigencapture elisa detect brcv nasal swab suspension investigate vivo crossprotection brcv cd wd strain bcv detect nasal fecal shedding bcv using step rtpcr nested pcr antigencapture elisa colostrumdeprived two gnotobiotic calf inoculated brcv cd wd strain bcv challenged – week later either brcv cd wd strain bcv calf developed diarrhea inoculation bcv antigen elisa rna rtpcr detected diarrheic fecal sample corresponding nasal swab sample addition low amount bcv also detected nested pcr fecal nasal swab sample diarrhea respiratory clinical sign observed entire experimental period elevated rectal temperature detected diarrhea bcvinoculated calf calf recovered infection brcv cd wd strain bcv protected bcvassociated diarrhea challenge exposure either heterologous homologous strain bcv however calf challenged heterologous bcv strain showed subclinical bcv infection evident detection nasal fecal shedding bcv rna detected nested pcr result confirm field experimental data documenting reinfection respiratory enteric tract cattle suggesting closed herd respiratory enteric tract reinfections may constitute source bcv transmissible cow wd neonatal feedlot calf addition present step rtpcr nested pcr assay highly sensitive detect bcv nasal swab fecal specimen therefore assay useful diagnose bcv infection calf adult cow,2001,"Cho, K.-O.; Hasoksuz, M.; Nielsen, P. R.; Chang, K.-O.; Lathrop, S.; Saif, L. J.",Arch Virol,,,,document_parses/pdf_json/7a4ff1d40bff688ea06f3fc3e1ba5adf392393a9.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087283/,,19
5901,5901,6274,pa0aecwr,50f0a543bfb1a1e2da016d37676d18f2f45dad13,PMC,Dual enteric and respiratory tropisms of winter dysentery bovine coronavirus in calves,10.1007/s00705-007-1005-2,PMC7087358,17564760.0,no-cc,although winter dysentery wd caused bovine coronavirus bcov characterized sudden onset diarrhea many adult cattle herd pathogenesis wdbcov completely understood study colostrumdeprived calf experimentally infected korean wdbcov strain examined viremia enteric nasal virus shedding well viral antigen expression virusassociated lesion small large intestine upper lower respiratory tract day oral infection wdbcovinoculated calf showed gradual villous atrophy small intestine gradual increase crypt depth large intestine wdbcovinfected animal showed epithelial damage nasal turbinate trachea lung interstitial pneumonia wdbcov antigen detected epithelium small large intestine nasal turbinate trachea lung wdbcov rna detected serum postinoculation day result show wdbcov dual tropism induces pathological change digestive respiratory tract calf knowledge first detailed report dual enteric respiratory tropism wdbcov calf comprehensive study dual tissue pathogenesis bcov might contribute increased understanding similar pneumoenteric cov infection human,2007-06-14,"Park, S. J.; Kim, G. Y.; Choy, H. E.; Hong, Y. J.; Saif, L. J.; Jeong, J. H.; Park, S. I.; Kim, H. H.; Kim, S. K.; Shin, S. S.; Kang, M. I.; Cho, K. O.",Arch Virol,,,,document_parses/pdf_json/50f0a543bfb1a1e2da016d37676d18f2f45dad13.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087358/,,19
