,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
489,489,511,1ldebnq8,9cf43ad7346d9099015ee0545e0b3498c10213b4,PMC,Epithelial Cell Apoptosis and Neutrophil Recruitment in Acute Lung Injury—A Unifying Hypothesis? What We Have Learned from Small Interfering RNAs,10.2119/2008-00011.perl,PMC2274893,18368145.0,gold-oa,spite protective ventilatory strategy acute lung injury ali remains associated high morbidity mortality one reason lack therapeutic option might ali comorbid event associated diverse family disease thus may result distinct pathological process among activated neutrophil pmn induced tissue injury epithelial cell apoptosis mediated lung damage represent two potentially important candidate pathomechanisms put forward several approach undertaken test hypothesis substantial success treatment experimental form ali mind summarize two current hypothesis ali briefly emphasizing role apoptosis regulating pmn andor lung epithelial cell response addition contribution fasmediated inflammation may play potential biological link lung cell apoptosis pmn recruitment considered well vivo application small interfering rna sirna novel approach inhibition ali therapeutic implication,2008-03-18,"Perl, Mario; Lomas-Neira, Joanne; Chung, Chun-Shiang; Ayala, Alfred",Molecular Medicine,,,,document_parses/pdf_json/9cf43ad7346d9099015ee0545e0b3498c10213b4.json,document_parses/pmc_json/PMC2274893.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2274893/,,23
545,545,567,dg3pfydf,,PMC,Animal models of acute lung injury,10.1152/ajplung.00010.2008,PMC2536793,18621912.0,no-cc,acute lung injury human characterized histopathologically neutrophilic alveolitis injury alveolar epithelium endothelium hyaline membrane formation microvascular thrombus different animal model experimental lung injury used investigate mechanism lung injury based reproducing animal known risk factor ards sepsis lipid embolism secondary bone fracture acid aspiration ischemiareperfusion pulmonary distal vascular bed clinical risk however none model fully reproduces feature human lung injury goal review summarize strength weakness existing model lung injury review specific feature human ards modeled experimental lung injury discus specific characteristic animal specie may affect pulmonary host response noxious stimulus emphasize model lung injury based reproducing risk factor human ards animal discus advantage disadvantage model extent model reproduces human ards present review help guide investigator design interpretation animal study acute lung injury,2008-09-26,"Matute-Bello, Gustavo; Frevert, Charles W.; Martin, Thomas R.",Am J Physiol Lung Cell Mol Physiol,,,,,document_parses/pmc_json/PMC2536793.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2536793/,,23
596,596,622,niii78fr,fead4eb6329b6fb52c25a8b75a9a6d4e14e83042,PMC,On the significance of Surfactant Protein-A within the human lungs,10.1186/1746-1596-4-8,PMC2663539,19284609.0,cc-by,surfactant proteina spa prominent among four protein pulmonary surfactantsystem spa expressed alveolar epithelial cell type ii well portion non small cell lung carcinoma nsclc expression spa complexly regulated transcriptional chromosomal level spa major player pulmonary cytokinenetwork moreover described act pulmonary host defense use cell culture animal model functional property repeatedly shown many aspect often bearing surprising property strongly indicate physiological importance spa date spa recognized molecule essential pulmonary development structure function upcoming number report deal role spa pulmonary pathology article give overview state knowledge spa focused application human pulmonary disorder point importance pathologyorientated research approach using immunohistochemistry situ hybridization promising method elucidate role molecule adult lung disease,2009-03-12,"Goldmann, Torsten; Kähler, Daniel; Schultz, Holger; Abdullah, Mahdi; Lang, Dagmar S; Stellmacher, Florian; Vollmer, Ekkehard",Diagn Pathol,,,,document_parses/pdf_json/fead4eb6329b6fb52c25a8b75a9a6d4e14e83042.json,document_parses/pmc_json/PMC2663539.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2663539/,,23
669,669,703,3qxun84i,995e7210e21f311f960c7edd25a66753632f0a3d,PMC,Diagnosis and management of drug-associated interstitial lung disease,10.1038/sj.bjc.6602064,PMC2750814,15340375.0,no-cc,symptom drugassociated interstitial lung disease ild nonspecific difficult distinguish number illness commonly occur patient nonsmallcell lung cancer nsclc therapy identification drug involvement differentiation illness problematic although radiological manifestation clinical test enable many alternative cause symptom advanced nsclc excluded lung cancer patient highresolution computed tomography hrct sensitive chest radiograph evaluating severity progression parenchymal lung disease indeed use hrct imaging led recognition many distinct pattern lung involvement along clinical sign symptom help predict outcome response treatment manuscript outline radiology drugassociated ild differential diagnosis nsclc algorithm us clinical test exclude alternative diagnosis also described,2004-08-31,"Müller, N L; White, D A; Jiang, H; Gemma, A",Br J Cancer,,,,document_parses/pdf_json/995e7210e21f311f960c7edd25a66753632f0a3d.json,document_parses/pmc_json/PMC2750814.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2750814/,,23
708,708,746,b1h8hweh,920acf7b75dd6f84138e5352f7b28aad1973c327,PMC,Multiple lung abscesses due to acinetobacter infection: a case report,10.1186/1757-1626-2-9347,PMC2804000,20062600.0,cc-by,acinetobacter specie wellknown cause nosocomial infection recent increasing evidence emphasize role pathogen communityacquired infection report case yrold female fever sore throat productive cough malaise presence lung consolidation multiple abscess radiographic examination patient significant medical history detailed diagnostic workup diagnosis community acquired acinetobacter pneumonia multiple lung abscess made acinetobacter stain susceptible variety antimicrobial agent patient condition improved rapidly new computed tomography chest scan three month later confirmed full recovery presence lung abscess due acinetobacter infection extremely uncommon manifestation disease case underline emergent role often multidrug resistant bacteria may play future perhaps community infection well,2009-12-18,"Kokkonouzis, Ioannis; Christou, Ioannis; Athanasopoulos, Ioannis; Saridis, Nikolaos; Skoufaras, Vasilios",Cases J,,,,document_parses/pdf_json/920acf7b75dd6f84138e5352f7b28aad1973c327.json,document_parses/pmc_json/PMC2804000.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804000/,,23
817,817,860,bufbjdmw,fa0827d9f5e3cbef3bbf5f48611a34e911a470fc,PMC,Interstitial lung diseases in children,10.1186/1750-1172-5-22,PMC2939531,20727133.0,cc-by,interstitial lung disease ild infant child comprises large spectrum rare respiratory disorder mostly chronic associated high morbidity mortality disorder characterized inflammatory fibrotic change affect alveolar wall typical feature ild include dyspnea diffuse infiltrates chest radiograph abnormal pulmonary function test restrictive ventilatory defect andor impaired gas exchange many pathological situation impair gas exchange therefore may contribute progressive lung damage ild consequently diagnosis approach need structured clinical evaluation requiring careful history paying attention exposure systemic disease several classification ild proposed none entirely satisfactory especially child present article review current concept pathophysiological mechanism etiology diagnostic approach well therapeutic strategy following diagnostic grouping used discus various cause pediatric ild exposurerelated ild systemic diseaseassociated ild alveolar structure disorderassociated ild ild specific infancy therapeutic option include mainly antiinflammatory immunosuppressive andor antifibrotic drug outcome highly variable mortality rate around overall favorable response corticosteroid therapy observed around case often associated sequela limited exercise tolerance need longterm oxygen therapy,2010-08-20,"Clement, Annick; Nathan, Nadia; Epaud, Ralph; Fauroux, Brigitte; Corvol, Harriet",Orphanet J Rare Dis,,,,document_parses/pdf_json/fa0827d9f5e3cbef3bbf5f48611a34e911a470fc.json,document_parses/pmc_json/PMC2939531.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2939531/,,23
823,823,866,kfkumsux,50e55ab8dd87f7523b7f25203ef10004c8d3b13e,PMC,Role of Host Immune Response and Viral Load in the Differential Outcome of Pandemic H1N1 (2009) Influenza Virus Infection in Indian Patients,10.1371/journal.pone.0013099,PMC2948498,20957032.0,cc-by,background unusually high number severe pneumonia case considerable mortality observed pandemic hn virus infection globally india mild well critically ill case admitted treated government hospital initial phase pandemic present study undertaken early phase pandemic methodology role viral load host factor pathogenesis assessed examining mild mp critically ill patient cip healthy control pune india sequential blood lung aspirate sample collected cip viral load cytokineschemokine level determined plasma lung aspirate patient tlr level determined staining facs analysis gene profiling done cell lung aspirate pbmcs using taqman low density array antibody titre isotyping done using ha protein based elisa principal finding critically ill patient expired plasma sample negative virus irrespective patient category sequential lung sample cip showed lower viral load questioning association viral replication severity antirphnhaigg titre significantly higher critically ill patient category circulated exclusively igg isotype critically ill patient exhibited increase tlr decrease tlr expression disease severity correlated increased plasma level ilra il il ccl ccl il majority immunefunction gene downregulated pbmcs upregulated cell lung aspirate critically ill patient distinct pattern differentiating fatal surviving patient observed sequential sample examined various parameter conclusion disease severity associated pronounced impairment host immune response,2010-10-01,"Arankalle, Vidya A.; Lole, Kavita S.; Arya, Ravi P.; Tripathy, Anuradha S.; Ramdasi, Ashwini Y.; Chadha, Mandeep S.; Sangle, Shashi A.; Kadam, Deelip B.",PLoS One,,,,document_parses/pdf_json/50e55ab8dd87f7523b7f25203ef10004c8d3b13e.json,document_parses/pmc_json/PMC2948498.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2948498/,,23
863,863,906,ft5wl70x,b97de55ba907c3b1f3048bfecf6b2b3970363541,PMC,Involvement of microRNAs in physiological and pathological processes in the lung,10.1186/1465-9921-11-159,PMC3001429,21092244.0,cc-by,date least different microrna mirna gene discovered human genome short singlestranded rna molecule originate larger precursor molecule fold produce hairpin structure subsequently processed ribonuclease droshapasha dicer form mature mirnas mirnas play role posttranscriptional regulation one third human gene mainly via degradation target mrna whereas target mrna often involved regulation diverse physiological process ranging developmental timing apoptosis mirnas strong potential regulate fundamental biological process also lung compartment however knowledge role mirnas physiological pathological condition lung still limited review therefore summarizes current knowledge mechanism function mirnas contribution lung development homeostasis besides involvement mirnas pulmonary physiological condition evidence abnormal mirna expression may lead pathological process development various pulmonary disease next review describes current stateofart mirna expression profile smokingrelated disease including lung cancerogenesis immune system mediated pulmonary disease fibrotic process lung current research evident mirnas may play role posttranscriptional regulation key gene human pulmonary disease study therefore necessary explore mirna expression profile association target mrna human pulmonary disease,2010-11-23,"Tomankova, Tereza; Petrek, Martin; Kriegova, Eva",Respir Res,,,,document_parses/pdf_json/b97de55ba907c3b1f3048bfecf6b2b3970363541.json,document_parses/pmc_json/PMC3001429.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3001429/,,23
880,880,928,iv18eiap,f12dac6dd672f51fbf89bec56df7f7a8af5331df,PMC,Pathological and ultrastructural analysis of surgical lung biopsies in patients with swine‐origin influenza type A/H1N1 and acute respiratory failure,10.1590/s1807-59322010001200003,PMC3020331,21340209.0,cc-by-nc,background case hn pulmonary infection evolve acute respiratory failure death co‐infections lung injury predominate immune response thus requiring early diagnosis improve treatment objective perform detailed histopathological analysis open lung biopsy specimen five patient ards confirmed hn method lung specimen underwent microbiologic analysis examination optical electron microscopy immunophenotyping used characterize macrophage natural killer b cell expression cytokine inos result pathological feature observed necrotizing bronchiolitis diffuse alveolar damage alveolar hemorrhage abnormal immune response ultrastructural analysis showed viral‐like particle case conclusion viral‐like particle successfully demonstrated lung tissue ultrastructural examination without confirmation virus rt‐pcr nasopharyngeal aspirate bronchiole epithelium rather endothelium probably primary target infection diffuse alveolar damage consequence effect airway obliteration dysfunction innate immunity suggesting treatment focused epithelial repair,2010-12-26,"Capelozzi, Vera Luiza; Parra, Edwin Roger; Ximenes, Manoel; Bammann, Ricardo Helbert; Barbas, Carmen Silvia Valente; Duarte, Marid Irmd Seixas",Clinics (Sao Paulo),,,,document_parses/pdf_json/f12dac6dd672f51fbf89bec56df7f7a8af5331df.json,document_parses/pmc_json/PMC3020331.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3020331/,,23
905,905,956,0jyzk5kt,4c45bdd7e23c8ea6b0dfb04d48a5ceda8f022597,PMC,Non-Invasive Microstructure and Morphology Investigation of the Mouse Lung: Qualitative Description and Quantitative Measurement,10.1371/journal.pone.0017400,PMC3045447,21364899.0,cc-by,background early detection lung cancer known improve chance successful treatment however lung soft tissue complex threedimensional configuration conventional xray imaging based purely absorption resulting low contrast imaging soft tissue without contrast agent difficult obtain adequate information lung lesion conventional xray imaging method study recently emerged imaging technique inline xray phase contrast imaging ilxpci used powerful technique enabled highresolution investigation soft tissue without contrast agent applied ilxpci observe lung intact mouse purpose defining quantitatively microstructures lung finding threedimensional model lung successfully established provided excellent view lung airway highlighted use ilxpci visualization assessment alveolus rarely studied three dimension precise view individual alveolus achieved morphological parameter diameter alveolar surface area measured parameter great importance diagnosis disease related alveolus alveolar scar conclusion result indicated ilxpci ability represent complex anatomical structure lung offered new perspective diagnosis respiratory disease may guide future work study respiratory mechanism alveolus level,2011-02-25,"Zhang, Lu; Li, Dongyue; Luo, Shuqian",PLoS One,,,,document_parses/pdf_json/4c45bdd7e23c8ea6b0dfb04d48a5ceda8f022597.json,document_parses/pmc_json/PMC3045447.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3045447/,,23
1006,1006,1061,dy21jno8,9547b74fb56cd1288d9af6facbd337148cf45895,PMC,"Demographic, etiological, and histological pulmonary analysis of patients with acute respiratory failure: a study of 19 years of autopsies",10.1590/s1807-59322011000700012,PMC3148463,21876973.0,cc-by-nc,introduction acute respiratory failure one important cause death intensive care unit certain aspect pulmonary pathology currently unknown objective objective describe demographic data etiology pulmonary histopathological finding different disease autopsy patient acute respiratory failure method autopsy patient acute respiratory failure reviewed following data obtained age sex major associated disease pulmonary histopathology categorized diffuse alveolar damage pulmonary edema alveolar hemorrhage lymphoplasmacytic interstitial pneumonia odds ratio concordance major associated disease specific autopsy finding calculated using logistic regression result bacterial bronchopneumonia present case cancer pulmonary histopathology showed diffuse alveolar damage case multivariate analysis showed significant powerful association diffuse alveolar damage bronchopneumonia hivaids sepsis septic shock liver cirrhosis pulmonary embolism pulmonary edema acute myocardial infarction dilated cardiomyopathy cancer alveolar hemorrhage bronchopneumonia pulmonary embolism lymphoplasmacytic interstitial pneumonia hivaids liver cirrhosis conclusion bronchopneumonia common diagnosis case prevalent pulmonary histopathological pattern diffuse alveolar damage associated different inflammatory condition study necessary elucidate complete pathophysiological mechanism involved disease development acute respiratory failure,2011-07-26,"de Matos Soeiro, Alexandre; Ruppert, Aline D; Canzian, Mauro; Parra, Edwin R; Farhat, Cecília; Capelozzi, Vera L",Clinics (Sao Paulo),,,,document_parses/pdf_json/9547b74fb56cd1288d9af6facbd337148cf45895.json,document_parses/pmc_json/PMC3148463.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3148463/,,23
